seed,method,marginal_cov,mean_width,ece,cov_power,width_power,rmse_power,cov_water,width_water,rmse_water,cov_telecom,width_telecom,rmse_telecom
0,ensemble_cp,0.8849557522123894,0.7597346901893616,0.08053097345132741,0.92,0.7280804514884949,0.20602373778820038,0.8421052631578947,0.8274652361869812,0.2642030417919159,0.88,0.7200931310653687,0.22827519476413727
