seed,lambda,marginal_cov,mean_width,ece,cov_power,width_power,cov_water,width_water,cov_telecom,width_telecom
0,0.0,0.911504424778761,0.8321841955184937,0.027433628318584036,0.9,0.7816132307052612,0.9473684210526315,0.8768248558044434,0.88,0.8654723167419434
0,0.1,0.911504424778761,0.8347032070159912,0.07522123893805306,0.9,0.7877379059791565,0.9473684210526315,0.8753757476806641,0.88,0.8668119311332703
0,0.3,0.911504424778761,0.8397551774978638,0.07522123893805308,0.9,0.7999803423881531,0.9473684210526315,0.8725814819335938,0.88,0.8694092035293579
0,0.5,0.911504424778761,0.8448241949081421,0.05929203539823005,0.9,0.8122135996818542,0.9473684210526315,0.8699180483818054,0.88,0.8719030022621155
0,1.0,0.911504424778761,0.8575606346130371,0.043362831858407044,0.9,0.8427581787109375,0.9473684210526315,0.8637729287147522,0.88,0.8777229189872742
1,0.0,0.9203539823008849,0.9172343015670776,0.04159292035398227,0.94,0.9839033484458923,0.868421052631579,0.7764076590538025,0.96,0.9979526400566101
1,0.1,0.9203539823008849,0.9226130247116089,0.0823008849557522,0.94,0.9949739575386047,0.868421052631579,0.7770135998725891,0.96,0.9992024302482605
1,0.3,0.9203539823008849,0.9333316087722778,0.08584070796460175,0.94,1.0171149969100952,0.868421052631579,0.7781761288642883,0.96,1.001600980758667
1,0.5,0.9203539823008849,0.9440016150474548,0.08584070796460175,0.94,1.0392558574676514,0.868421052631579,0.7792774438858032,0.96,1.003873348236084
1,1.0,0.9292035398230089,0.970487654209137,0.09469026548672564,0.94,1.0946085453033447,0.8947368421052632,0.7817924618721008,0.96,1.0090625286102295
2,0.0,0.9203539823008849,0.7278968095779419,0.05575221238938054,0.86,0.6259258389472961,0.9736842105263158,0.8232557773590088,0.96,0.7868933081626892
2,0.1,0.9203539823008849,0.7278140187263489,0.06637168141592918,0.86,0.6269837021827698,0.9736842105263158,0.8220973014831543,0.96,0.786163866519928
2,0.3,0.911504424778761,0.7244553565979004,0.07522123893805308,0.84,0.6217864751815796,0.9736842105263158,0.8198689818382263,0.96,0.7847647666931152
2,0.5,0.911504424778761,0.7226389646530151,0.07522123893805308,0.84,0.6199529767036438,0.9736842105263158,0.8177511096000671,0.96,0.783440113067627
2,1.0,0.9026548672566371,0.7184431552886963,0.06637168141592917,0.82,0.6156764030456543,0.9736842105263158,0.8128901124000549,0.96,0.7804173231124878
3,0.0,0.9292035398230089,0.6884357333183289,0.029203539823008832,0.94,0.6570698022842407,0.9210526315789473,0.6144211888313293,0.92,0.8636701107025146
3,0.1,0.9292035398230089,0.6877022385597229,0.045132743362831816,0.94,0.6544938087463379,0.9210526315789473,0.6148909330368042,0.92,0.8647922277450562
3,0.3,0.9203539823008849,0.6862905025482178,0.039823008849557494,0.92,0.6495276093482971,0.9210526315789473,0.615799069404602,0.92,0.8669636249542236
3,0.5,0.9203539823008849,0.6849481463432312,0.052212389380530945,0.92,0.6447939872741699,0.9210526315789473,0.6166675686836243,0.92,0.8690431118011475
