seed,alpha,marginal_cov,mean_width,ece,cov_power,width_power,cov_water,width_water,cov_telecom,width_telecom
11,0.05,0.9911504424778761,1.0616375207901,0.04911504424778765,1.0,0.9096280932426453,0.9736842105263158,1.078661322593689,1.0,1.339780330657959
11,0.1,0.9292035398230089,0.7655819058418274,0.07522123893805308,0.98,0.7677291035652161,0.9210526315789473,0.827228844165802,0.84,0.6675840020179749
11,0.15,0.8761061946902655,0.6628938317298889,0.0898230088495575,0.88,0.6344152688980103,0.9210526315789473,0.7263441681861877,0.8,0.6234063506126404
11,0.2,0.7699115044247787,0.5496585965156555,0.14690265486725665,0.78,0.557950496673584,0.8947368421052632,0.5964028835296631,0.56,0.46202337741851807
12,0.05,0.9469026548672567,0.8619822263717651,0.06150442477876105,0.98,0.8715207576751709,0.9473684210526315,0.9359744191169739,0.88,0.7304374575614929
12,0.1,0.9292035398230089,0.7581838369369507,0.07522123893805308,0.98,0.8381576538085938,0.9210526315789473,0.7800137400627136,0.84,0.5650549530982971
12,0.15,0.8938053097345132,0.6741273999214172,0.10132743362831859,0.96,0.748553454875946,0.8421052631578947,0.6565514802932739,0.84,0.5519909262657166
12,0.2,0.8053097345132744,0.5437192320823669,0.10088495575221237,0.84,0.5257967710494995,0.7894736842105263,0.6304542422294617,0.76,0.4477268159389496
13,0.05,0.9380530973451328,1.0416629314422607,0.061504424778761065,0.94,1.122994303703308,0.9473684210526315,0.9604283571243286,0.92,1.0024771690368652
13,0.1,0.8938053097345132,0.808612585067749,0.08938053097345129,0.88,0.9375324845314026,0.8947368421052632,0.5931785106658936,0.92,0.8782325983047485
13,0.15,0.8584070796460177,0.7205140590667725,0.10221238938053097,0.84,0.8065641522407532,0.868421052631579,0.5614555478096008,0.88,0.790182888507843
13,0.2,0.8230088495575221,0.590984582901001,0.0973451327433628,0.84,0.6733428835868835,0.8421052631578947,0.5281773805618286,0.76,0.5217345952987671
14,0.05,0.9911504424778761,1.0209394693374634,0.04823008849557526,1.0,1.0268069505691528,1.0,0.9592148661613464,0.96,1.1030257940292358
14,0.1,0.911504424778761,0.7637546062469482,0.04159292035398225,0.9,0.6856483221054077,0.8947368421052632,0.7005418539047241,0.96,1.0160506963729858
14,0.15,0.8495575221238938,0.6299745440483093,0.1172566371681416,0.88,0.6201865077018738,0.7368421052631579,0.5001469254493713,0.96,0.8468888998031616
14,0.2,0.7610619469026548,0.5092396140098572,0.09557522123893807,0.8,0.5343490839004517,0.7368421052631579,0.47561490535736084,0.72,0.5101302862167358
15,0.05,0.9469026548672567,0.8762075901031494,0.062389380530973475,0.98,0.9658945202827454,0.9736842105263158,0.8395552039146423,0.84,0.7525457143783569
15,0.1,0.9026548672566371,0.7188517451286316,0.05575221238938051,0.9,0.6952215433120728,0.9473684210526315,0.7388663291931152,0.84,0.7356899976730347
15,0.15,0.8938053097345132,0.6833370923995972,0.0738938053097345,0.9,0.6649471521377563,0.9210526315789473,0.6806507706642151,0.84,0.7242003083229065
15,0.2,0.831858407079646,0.5762233138084412,0.08849557522123894,0.9,0.5741683840751648,0.8157894736842105,0.547188401222229,0.72,0.6244664788246155
16,0.05,0.9734513274336283,1.091666579246521,0.04734513274336286,0.98,1.1279747486114502,1.0,1.191645622253418,0.92,0.8670822978019714
16,0.1,0.911504424778761,0.8718267679214478,0.10884955752212387,0.92,0.8956220149993896,0.9473684210526315,0.9471623301506042,0.84,0.7097263932228088
16,0.15,0.8495575221238938,0.7125986814498901,0.09601769911504425,0.88,0.772779107093811,0.9210526315789473,0.7332342267036438,0.68,0.5608718991279602
16,0.2,0.8495575221238938,0.649080216884613,0.10265486725663713,0.88,0.7151870131492615,0.9210526315789473,0.6570343971252441,0.68,0.5047759413719177
17,0.05,1.0,1.130240797996521,0.050000000000000044,1.0,1.0021759271621704,1.0,1.204768180847168,1.0,1.2730891704559326
17,0.1,0.9646017699115044,0.8825685381889343,0.09469026548672564,0.92,0.7861154079437256,1.0,0.8514577150344849,1.0,1.1227633953094482
17,0.15,0.9292035398230089,0.7328131794929504,0.09513274336283185,0.9,0.7486317157745361,0.9736842105263158,0.7221068143844604,0.92,0.7174500226974487
17,0.2,0.8849557522123894,0.6368054151535034,0.12743362831858407,0.86,0.6459513902664185,0.9736842105263158,0.6779163479804993,0.8,0.5560244917869568
18,0.05,0.9646017699115044,0.973359227180481,0.03849557522123896,0.94,1.1001964807510376,0.9736842105263158,0.6633411049842834,1.0,1.1909122467041016
18,0.1,0.9557522123893806,0.847083568572998,0.0716814159292035,0.92,0.8962700366973877,0.9736842105263158,0.5865302085876465,1.0,1.144751787185669
18,0.15,0.8849557522123894,0.7566401958465576,0.0827433628318584,0.86,0.7975010871887207,0.8421052631578947,0.469478040933609,1.0,1.1114051342010498
18,0.2,0.8230088495575221,0.6055737137794495,0.12920353982300886,0.84,0.6911358833312988,0.7105263157894737,0.400789350271225,0.96,0.7457218170166016
19,0.05,0.9646017699115044,1.0054315328598022,0.05619469026548674,1.0,1.1490607261657715,0.8947368421052632,0.7517496943473816,1.0,1.1037698984146118
19,0.1,0.9557522123893806,0.7535310387611389,0.0716814159292035,0.98,0.8165399432182312,0.8947368421052632,0.6674714684486389,1.0,0.7583238482475281
19,0.15,0.9380530973451328,0.6822430491447449,0.10221238938053098,0.94,0.7588542103767395,0.8947368421052632,0.5498864650726318,1.0,0.7302025556564331
19,0.2,0.8761061946902655,0.5774664282798767,0.1221238938053097,0.86,0.6286881566047668,0.8157894736842105,0.45681631565093994,1.0,0.6584110260009766
