seed,alpha,marginal_cov,mean_width,ece,cov_power,width_power,cov_water,width_water,cov_telecom,width_telecom
4,0.1,0.9646017699115044,0.9549729824066162,0.08053097345132743,0.94,0.900504469871521,0.9736842105263158,0.9069724678993225,1.0,1.1368708610534668
4,0.15,0.911504424778761,0.7979024648666382,0.09159292035398228,0.86,0.7076652646064758,0.9210526315789473,0.8145793676376343,1.0,0.9530282616615295
4,0.2,0.8672566371681416,0.6598312854766846,0.07433628318584069,0.82,0.6540203094482422,0.8947368421052632,0.6886171698570251,0.92,0.6276987195014954
5,0.05,0.9557522123893806,1.1556464433670044,0.07389380530973454,1.0,1.3887802362442017,0.868421052631579,0.7852994799613953,1.0,1.2523059844970703
5,0.1,0.8849557522123894,0.7467465400695801,0.09115044247787608,0.9,0.7813456654548645,0.868421052631579,0.7606820464134216,0.88,0.6563665866851807
5,0.15,0.8141592920353983,0.6563177704811096,0.13495575221238937,0.9,0.6990976929664612,0.6842105263157895,0.6343774795532227,0.84,0.6041073203086853
5,0.2,0.6991150442477876,0.5311256051063538,0.1610619469026549,0.8,0.5609644055366516,0.5789473684210527,0.5159189105033875,0.68,0.4945622682571411
6,0.05,0.9823008849557522,1.0428886413574219,0.04823008849557525,0.96,0.8999554514884949,1.0,1.0249474048614502,1.0,1.35602605342865
6,0.1,0.8672566371681416,0.7525692582130432,0.09646017699115042,0.88,0.6614470481872559,0.8421052631578947,0.7240426540374756,0.88,0.9781741499900818
6,0.15,0.8141592920353983,0.6417468786239624,0.0969026548672566,0.84,0.5951439738273621,0.7894736842105263,0.5060636401176453,0.8,0.941190779209137
6,0.2,0.7699115044247787,0.4902905821800232,0.12212389380530973,0.8,0.5604522824287415,0.7631578947368421,0.40251392126083374,0.72,0.48338770866394043
7,0.05,0.9823008849557522,1.401265025138855,0.057964601769911535,0.96,1.1623108386993408,1.0,1.22469961643219,1.0,2.1475532054901123
7,0.1,0.8938053097345132,0.8698427081108093,0.10884955752212387,0.78,0.758150577545166,0.9736842105263158,0.8106191754341125,1.0,1.1832467317581177
7,0.15,0.8495575221238938,0.7257843017578125,0.13672566371681416,0.76,0.6925869584083557,0.8947368421052632,0.6689214706420898,0.96,0.8786106705665588
7,0.2,0.8141592920353983,0.6153413653373718,0.1168141592920354,0.7,0.5724256038665771,0.868421052631579,0.5796546339988708,0.96,0.7554168105125427
8,0.05,0.9823008849557522,1.0042097568511963,0.04734513274336286,1.0,0.901101291179657,0.9736842105263158,1.1078524589538574,0.96,1.0528903007507324
8,0.1,0.9646017699115044,0.8236532211303711,0.06460176991150439,0.98,0.746084451675415,0.9736842105263158,0.9401321411132812,0.92,0.8017427921295166
8,0.15,0.8938053097345132,0.6754286289215088,0.10132743362831859,0.92,0.6776090860366821,0.868421052631579,0.6560012698173523,0.88,0.7005972266197205
8,0.2,0.8672566371681416,0.5781630873680115,0.12035398230088495,0.92,0.6069365739822388,0.8421052631578947,0.5524334907531738,0.8,0.5597252249717712
9,0.05,0.9911504424778761,1.098631739616394,0.04115044247787616,0.98,1.0440343618392944,1.0,1.1564751863479614,1.0,1.1199041604995728
9,0.1,0.9026548672566371,0.7407098412513733,0.06637168141592918,0.86,0.7032700181007385,0.9736842105263158,0.8730518817901611,0.88,0.6144297122955322
9,0.15,0.8761061946902655,0.6731734275817871,0.05796460176991148,0.86,0.6730346083641052,0.9210526315789473,0.73291015625,0.84,0.5826511979103088
9,0.2,0.8053097345132744,0.6147975325584412,0.07964601769911504,0.76,0.5997129082679749,0.868421052631579,0.6766186952590942,0.8,0.5509986281394958
10,0.05,0.9734513274336283,1.0432547330856323,0.038495575221238976,0.96,0.9367760419845581,0.9736842105263158,1.0578804016113281,1.0,1.2339808940887451
10,0.1,0.9734513274336283,0.8444280624389648,0.08761061946902651,0.96,0.7662429213523865,0.9736842105263158,0.8840345144271851,1.0,0.9405966401100159
10,0.15,0.8672566371681416,0.7307532429695129,0.09601769911504424,0.82,0.6562545299530029,0.8421052631578947,0.7195690274238586,1.0,0.8967505693435669
10,0.2,0.8230088495575221,0.603743851184845,0.09026548672566372,0.8,0.5955461263656616,0.8157894736842105,0.6652489304542542,0.88,0.5266513824462891
11,0.05,0.9469026548672567,0.9608545899391174,0.07300884955752213,1.0,1.0387215614318848,0.9736842105263158,0.9453300833702087,0.8,0.8287173509597778
11,0.1,0.9203539823008849,0.8226830363273621,0.0734513274336283,0.96,0.859650194644928,0.9473684210526315,0.7855749130249023,0.8,0.8051528930664062
11,0.15,0.8849557522123894,0.7294101715087891,0.10663716814159292,0.9,0.7285858988761902,0.9210526315789473,0.6856662034988403,0.8,0.7975496649742126
11,0.2,0.8230088495575221,0.6433447599411011,0.11150442477876106,0.82,0.6401872038841248,0.8947368421052632,0.6423765420913696,0.72,0.6511317491531372
12,0.05,0.9646017699115044,1.1405779123306274,0.06504424778761063,1.0,1.1590694189071655,1.0,1.2807738780975342,0.84,0.8904970288276672
12,0.1,0.8407079646017699,0.6877678632736206,0.08407079646017697,0.84,0.6083390116691589,0.8421052631578947,0.7342605590820312,0.84,0.7759566307067871
12,0.15,0.8053097345132744,0.6076973676681519,0.1084070796460177,0.82,0.5601932406425476,0.7894736842105263,0.6767765879631042,0.8,0.5977049469947815
12,0.2,0.7876106194690266,0.5753917694091797,0.08672566371681417,0.82,0.5437694787979126,0.7631578947368421,0.6549299359321594,0.76,0.5177385210990906
13,0.05,0.9646017699115044,1.2021656036376953,0.04469026548672568,0.98,1.2780323028564453,0.9736842105263158,1.1798758506774902,0.92,1.0843125581741333
13,0.1,0.8938053097345132,0.8426356911659241,0.057522123893805274,0.9,0.9157575964927673,0.8947368421052632,0.6684873700141907,0.88,0.9610977172851562
13,0.15,0.8672566371681416,0.7672783732414246,0.10132743362831859,0.9,0.8483117818832397,0.8421052631578947,0.5836448669433594,0.84,0.8843340873718262
13,0.2,0.7168141592920354,0.5614867806434631,0.10796460176991153,0.74,0.5918155908584595,0.7631578947368421,0.510300874710083,0.6,0.5786319375038147
14,0.05,0.9911504424778761,0.9731700420379639,0.04911504424778765,1.0,0.9593775868415833,0.9736842105263158,0.8415103554725647,1.0,1.2008777856826782
14,0.1,0.9203539823008849,0.7175034284591675,0.06814159292035395,0.94,0.7289875745773315,0.868421052631579,0.6224387288093567,0.96,0.8390331864356995
14,0.15,0.9026548672566371,0.6554169654846191,0.07123893805309733,0.92,0.6848337054252625,0.868421052631579,0.5546654462814331,0.92,0.7497259378433228
14,0.2,0.831858407079646,0.5883793830871582,0.12389380530973448,0.88,0.6374983787536621,0.7105263157894737,0.4390179514884949,0.92,0.7171704769134521
15,0.05,0.9557522123893806,0.9736375212669373,0.06327433628318585,0.98,1.0747532844543457,1.0,1.088243007659912,0.84,0.5972058773040771
15,0.1,0.9292035398230089,0.7786878943443298,0.07699115044247785,0.94,0.8455387949943542,1.0,0.8204842209815979,0.8,0.5814555883407593
15,0.15,0.911504424778761,0.7212139964103699,0.09513274336283187,0.92,0.779308557510376,0.9736842105263158,0.7508245706558228,0.8,0.560016930103302
15,0.2,0.8849557522123894,0.6242930889129639,0.11327433628318581,0.92,0.7502790093421936,0.9210526315789473,0.5386873483657837,0.76,0.502441942691803
16,0.05,0.9734513274336283,1.050955891609192,0.03938053097345135,0.96,0.9682804346084595,1.0,1.310907006263733,0.96,0.8211814165115356
16,0.1,0.9203539823008849,0.8713154196739197,0.09292035398230086,0.9,0.7348156571388245,0.9736842105263158,1.1713752746582031,0.88,0.6882237792015076
16,0.15,0.8761061946902655,0.7197199463844299,0.10398230088495575,0.9,0.6711968779563904,0.9210526315789473,0.8652806282043457,0.76,0.5955134034156799
16,0.2,0.8761061946902655,0.6100695729255676,0.12566371681415928,0.9,0.5980817079544067,0.9210526315789473,0.6957494020462036,0.76,0.5038120150566101
17,0.05,0.9911504424778761,1.0524697303771973,0.04115044247787614,0.98,1.167312741279602,1.0,0.8719772696495056,1.0,1.0971324443817139
17,0.1,0.9646017699115044,0.843668520450592,0.07699115044247785,0.96,0.9214730858802795,0.9473684210526315,0.6988723874092102,1.0,0.9081493616104126
17,0.15,0.9557522123893806,0.7915841937065125,0.11106194690265488,0.94,0.8841320872306824,0.9473684210526315,0.6284632682800293,1.0,0.854432225227356
17,0.2,0.9026548672566371,0.6263259649276733,0.12743362831858404,0.86,0.6333703398704529,0.9473684210526315,0.5904962420463562,0.92,0.6666982173919678
18,0.05,0.9734513274336283,1.0434036254882812,0.039380530973451344,0.96,1.2103726863861084,0.9736842105263158,0.7545766830444336,1.0,1.1484824419021606
18,0.1,0.911504424778761,0.7810629606246948,0.05221238938053096,0.9,0.862476646900177,0.868421052631579,0.500746488571167,1.0,1.0443166494369507
18,0.15,0.8584070796460177,0.6682623624801636,0.10486725663716816,0.8,0.6503355503082275,0.8421052631578947,0.4610384404659271,1.0,1.0190964937210083
18,0.2,0.8053097345132744,0.585519015789032,0.12212389380530976,0.78,0.5728810429573059,0.7105263157894737,0.37109556794166565,1.0,0.9367185831069946
19,0.05,0.9380530973451328,0.9727623462677002,0.07300884955752213,1.0,1.3281015157699585,0.868421052631579,0.6589792370796204,0.92,0.7390342950820923
19,0.1,0.9292035398230089,0.6851426959037781,0.0964601769911504,1.0,0.7643859386444092,0.868421052631579,0.5800408124923706,0.88,0.6864116787910461
19,0.15,0.9026548672566371,0.631547749042511,0.1066371681415929,0.98,0.7131525278091431,0.8157894736842105,0.5024402737617493,0.88,0.664581298828125
19,0.2,0.8495575221238938,0.5504546165466309,0.07787610619469024,0.86,0.5688007473945618,0.8157894736842105,0.4895469844341278,0.88,0.6063419580459595
